movie_title,year,genre,duration,director,description,avg_vote,reviews_from_users,reviews_from_critics
American Justice,2015,Action,83,Demetrius Navarro,"Jack Justice (Tommy ""Tiny"" Lister) is an LAPD cop, who is suspended from the police force due to his reckless actions while fighting crime. Jack travels to a Texas border town and teaches ...",2.8,12.0,5.0
Ridge War Z,2013,"Horror, Sci-Fi, Thriller",89,Alek Gearhart,The last surviving veterans of the worst battle of a zombie war recount their horrific memories to an author who is writing a book about their experiences.,2.6,8.0,4.0
Joker Rising,2013,Crime,83,Alek Gearhart,The dark and gritty story of where the Joker came from and how he became the villain that he is today.,6.8,22.0,
Endgame,2015,"Biography, Drama",90,Carmen Marrón,"Since he was 5 yrs old, Jose's abuelita taught him to play chess like his grandfather who was a champion in Mexico. Now as part of the Brownsville school team, Jose has the chance to use ...",5.4,4.0,5.0
Actor for Hire,2015,"Comedy, Drama, Romance",90,Marcus Mizelle,"A bald, out of work actor finds immediate and overwhelming success when he discovers the power of persona in the form of a cheap wig.",6.8,4.0,4.0
Spirit in the Woods,2014,"Horror, Mystery",79,Anthony Daniel,"The fate of five local college students who went missing in the infamous Spiritual Woods is finally unraveled as previously unreleased footage is made public for the first time. Long thought to be dead, the truth turns out to be much worse.",4.1,16.0,3.0
Are You Joking?,2014,Comedy,92,Jake Wilson,"Twenty-something New Yorker Barb Schwartz (Sas Goldberg) somehow ended up in a life that kinda... sucks. She has a paralegal job she hates, a drab studio apartment on Roosevelt Island, and ...",5.2,2.0,2.0
The Rohl Farms Haunting,2013,"Drama, Horror, Mystery",84,Cordero Roman,"Two childhood friends, 21 years old, who are trying to create a documentary in Wisconsin, struggle to keep their friendship intact after a string of seemingly paranormal events lead to the ...",3.3,12.0,5.0
The Last American Guido,2014,Comedy,99,Vito LaBruno,"In the 90's, Tommy ruled the Jersey club scene. His style, moves, and sheer confidence were unprecedented. Nowadays, Tommy runs an Italian Deli. His hairline has receded, his fashion has ...",7.3,1.0,2.0
Big Significant Things,2014,"Comedy, Drama",85,Bryan Reisberg,"A week before they move across the country together, Craig lies to his girlfriend in order to go on his first road trip -- to the south. Alone.",4.9,3.0,21.0
Live Nude Girls,2014,Comedy,100,Jay Leggett,"Shane inherits a gentleman's club from his estranged uncle. Run by a booze hound and employing a dozen out of control strippers, Shane must do everything he can to save the club from bankruptcy and maybe make history in the process.",4.0,2.0,2.0
God Bless the Child,2015,"Drama, Family",92,"Robert Machoian, Rodrigo Ojeda-Beck","Five siblings, left on their own, spend a summer's day full of fantasy and chaos.",6.5,8.0,9.0
Hunters,2016,Horror,96,Adam Ahlbrandt,"In 1987, a group of film students go scout an abandoned resort in the Pennsylvania wilderness, becoming real victims in another film.",3.2,7.0,4.0
Lake Eerie,2016,"Horror, Sci-Fi, Thriller",104,Chris Majors,"A young widow moves into an old house on Lake Erie to recover from the sudden loss of her husband; however, she soon discovers a dark secret and that she is not alone.",4.8,59.0,8.0
Dealin' with Idiots,2013,Comedy,88,Jeff Garlin,"After experiencing the insanity of the adults connected to his son's baseball team, a comedian researches for a comedy movie about them.",5.5,10.0,14.0
Zootropolis,2016,"Animation, Adventure, Comedy",108,"Byron Howard, Rich Moore","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",8.0,714.0,480.0
ETXR,2014,"Adventure, Music, Sci-Fi",80,Trevor Sands,"Bix the Bug is a DJ who comes into possession of a Teslascope -- Nikola Tesla's legendary invention, which he claims was capable of receiving signals from Extra Terrestrial worlds.",4.1,4.0,4.0
Wild for the Night,2016,"Crime, Music, Thriller",100,Benny Boom,"A 3D hybrid merging the genres of film noir, dance, and mystery. A loner fresh out of rehab and hunted by both sides of the law returns home to solve the murder of his sister, and finds ...",4.1,,3.0
Bleed,2016,"Horror, Thriller",82,Tripp Rhame,"It seemed perfect - a new house, a new marriage, a child soon to be born. But when Sarah and Matt invite their friends to celebrate, the situation turns deadly as they enter a burned-out prison on a ghost hunt.",3.5,37.0,29.0
Terms & Conditions,2015,Action,83,Anoop Rangi,"When a team of assassins botches a hit, legendary hitman Vet Jones gets an ultimatum from his former boss - kill the target or his son dies.",3.0,4.0,5.0
Return to Sender - Restituire al mittente,2015,"Drama, Thriller",92,Fouad Mikati,A nurse living in small town goes on a blind date with a man who is not the person he says he is.,5.1,72.0,49.0
i-Lived,2015,"Horror, Mystery, Thriller",97,Franck Khalfoun,"A young online app reviewer's latest assignment mysteriously improves his life, but also starts to tear him apart.",4.5,9.0,26.0
The Living,2014,"Crime, Drama, Mystery",89,Jack Bryan,"A man hires an ex-con to kill his sister's abusive husband, but the desperate act sets into motion a shocking series of events in this intense indie drama.",6.1,16.0,13.0
Greater,2016,"Biography, Family, Sport",130,David L. Hunt,"The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football.",7.3,51.0,15.0
Run Like Hell,2014,"Action, Horror, Thriller",80,James Thomas,"When four friends end up stranded in the small town of Spaulding, one local family offers help. The family's real motives become terrifyingly obvious, as the couples find themselves fighting for their lives.",3.4,12.0,6.0
Worst Friends,2014,"Comedy, Drama, Romance",75,Ralph Arend,"WORST FRIENDS is the story of two childhood friends who are forced to re-think their friendship as adults. When Jake (Richard Tanne) is injured in a car accident, the only person willing to...",4.7,10.0,5.0
Visions,2015,"Drama, Horror, Mystery",82,Kevin Greutert,"After moving to a vineyard to start a new life with her husband, a pregnant woman begins to experience terrifying visions.",5.3,71.0,60.0
Happy Christmas,2014,"Comedy, Drama",82,Joe Swanberg,"After a break up, Jenny moves in with writer Kelly, her filmmaker husband, and their child. Despite a rocky start, Jenny's influence helps Kelly realize that an evolution in her life, career and relationship is necessary for her happiness.",5.4,50.0,66.0
Feels So Good,2013,Comedy,81,Josh Stolberg,"After his best friend loses his virginity, socially inept and high strung Allan finds himself alone in high school and with no shot of getting laid anywhere in sight. But when ...",5.4,2.0,
Apparition,2015,"Fantasy, Horror, Thriller",100,Quinn Saunders,"When Doug's fiancée is killed in a car accident he retreats to their isolated farmhouse to recover from his loss, but supernatural occurrences leave him fearing for his sanity and reveal a secret she took with her to the grave.",4.0,13.0,13.0
Like a Country Song,2014,Drama,100,Johnny Remo,"""Like a Country Song"" is a story about JAKE REESON, an up and coming country singer who has the whole world in his hands until his ego gets in the way. With nothing but partying and music ...",5.4,14.0,2.0
Viaggio verso la libertà,2014,"Comedy, Drama",100,Gren Wells,A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.,7.1,34.0,25.0
Mining for Ruby,2017,"Drama, Romance",95,Zoe Quist,A widower dealing with his depression falls for an environmental activist.,7.4,3.0,
La festa delle fidanzate,2017,"Comedy, Drama",65,Michael Paul Stephenson,"In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets ...",5.2,26.0,18.0
Grace,2014,Drama,95,Heath Jones,"Gracie knows hangovers. She's intimately acquainted with them. But this one? Why did she wake up, half-dressed, on a Florida beach, 1100 miles from home? And this time her father - who also...",5.9,2.0,1.0
Vanished,2014,"Drama, Romance",121,"Candy J. Beard, Daniel Beard","When a 9-year-old girl is abducted in broad daylight, her family struggles to survive the aftermath.",7.2,7.0,1.0
Comet,2014,"Comedy, Drama, Romance",91,Sam Esmail,"Set in a parallel universe, Comet bounces back and forth over the course of an unlikely but perfectly paired couple's six-year relationship.",6.8,70.0,52.0
Last Shift,2014,"Horror, Mystery, Thriller",90,Anthony DiBlasi,A rookie cop's 1st shift alone in the last night of a closing police station turns into a living nightmare.,5.8,139.0,55.0
The Silent e,2013,"Animation, Adventure, Family",74,Christopher DeMaci,"The Silent e is an epic adventure of a letter 'e' who can't speak but must find his parents in the Times New Roman Empire. Led by the Evil 4, the Arial Race commences genocide on all Times ...",7.3,,
Enemy Empire,2013,"Adventure, Fantasy, Sci-Fi",97,Michael Ryan Hahn,"Sol, a charming fugitive with a robotic arm, crashes through a vast desert empire filled with deadly larger-than-life enemies on his quest for revenge. His only chance of survival is with ...",3.0,4.0,2.0
The Ever After,2014,Drama,87,Mark Webber,Lovers struggle to overcome the everyday temptations of an ordinary human life; what they discover is somewhat extraordinary.,5.8,4.0,3.0
Fuga in tacchi a spillo,2015,"Action, Comedy, Crime",87,Anne Fletcher,An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,5.1,156.0,175.0
Killing Hasselhoff,2017,Comedy,80,Darren Grant,A struggling nightclub owner resorts to desperate measures in order to pay off a loan shark.,4.4,25.0,11.0
The Foxy Merkins,2013,"Adventure, Comedy",81,Madeleine Olnek,"Two lesbian hookers wind their way through a world of bargain-hunting housewives and double-dealing conservative women in this buddy comedy, an homage to and riff on iconic male hustler ...",6.2,2.0,11.0
The Sunderland Experiment,2014,"Drama, Horror, Sci-Fi",84,"Sean Blau, Adam Petke","After an alien saves his life, a rebellious teenager tries to become a part of the strange society that killed his mother.",4.2,8.0,4.0
Sun Belt Express,2014,"Comedy, Drama, Family",91,Evan Buxbaum,A down-on-his-luck ethics professor ends up on a completely unhinged run across the Mexican border with his teenage daughter in tow - and four undocumented immigrants in the trunk.,6.2,2.0,1.0
Dolly Deadly,2016,"Comedy, Drama, Horror",82,Heidi Moore,"A young boy from the trailer park can't take another moment of ridicule from his family and peers. With support from his beloved dollies, he sets out for blood.",4.8,13.0,8.0
Cool Cat Saves the Kids,2015,"Comedy, Crime, Family",75,Derek Savage,"In Hollywood, California, Cool Cat, alongside his human father Daddy Derek, embarks on his most challenging journey yet: saving the kids from Butch the Bully. Can he do it?",4.0,171.0,5.0
The Dooms Chapel Horror,2016,"Horror, Mystery, Thriller",94,John William Holt,Kyle Cole returns home to the town of Kaler Mills. He hasn't been back in 10 years since the people of the town turned on him believing that he was responsible for his brothers death. His ...,3.5,11.0,29.0
Zoey to the Max,2015,Family,86,Jim Valdez,"Zoey, a thirteen year old foster child, watches her foster family's dog get stolen while she's in charge! The criminals, a pair of Home-Alone-like thugs, are after the mutt because he is a ...",5.1,3.0,1.0
Alvin Superstar - Nessuno ci può fermare,2015,"Animation, Adventure, Comedy",92,Walt Becker,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,5.0,70.0,73.0
Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",152,Zack Snyder,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",6.4,3766.0,813.0
Aspettando Alex,2014,Drama,86,Chris Messina,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,5.8,21.0,35.0
Apartment Troubles,2014,"Comedy, Drama",80,"Jennifer Prediger, Jess Weixler","Two codependent roommates, on the verge of eviction, flee New York for the promise of sunshine in Los Angeles where their friendship is tested by a chance at fame, a fortune teller and an amorous wealthy aunt.",4.3,6.0,16.0
Tempo limite,2016,"Action, Crime, Drama",93,Peter Billingsley,A guy wanted around town by various hitmen hopes to stay alive long enough for his life insurance policy to kick in and pay out for his estranged daughter.,5.5,42.0,24.0
L'incredibile storia di Winter il delfino 2,2014,"Drama, Family",107,Charles Martin Smith,The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.,6.4,38.0,58.0
21 Days,2014,"Horror, Thriller",89,Kathleen Behun,"Three filmmakers embark on a paranormal challenge by barricading themselves in a house so haunted, no one has been able to live in for more than 21 days.",4.5,21.0,5.0
Just Before I Go,2014,"Comedy, Drama",95,Courteney Cox,"On the verge of giving up on life, a guy travels to his hometown to make amends.",6.4,76.0,17.0
The Girl in the Book,2015,Drama,86,Marya Cohn,"Set in the world of New York publishing, a young book editor is forced to confront a troubling chapter from her past when a bestselling author re-enters her life.",6.1,27.0,23.0
Planes 2 - Missione antincendio,2014,"Animation, Adventure, Comedy",83,Roberts Gannaway,"When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.",6.0,56.0,131.0
Let's Kill Ward's Wife,2014,"Comedy, Crime",82,Scott Foley,"Ward's wife is a bitch. Everyone knows it. Including Ward. After numerous conversations and ruminations on the subject amongst Ward's colorful group of friends, a fortuitous accident leads ...",5.4,18.0,16.0
Death House,2017,"Action, Crime, Horror",95,B. Harrison Smith,Two guards fighting through a power breakdown inside the secret 'Death House' prison must fight to survive ruthless inmates and even supernatural horrors.,3.0,92.0,41.0
Carrie Pilby,2016,"Comedy, Drama",98,Susan Johnson,"A person of high intelligence struggles to make sense of the world as it relates to morality, relationships, sex and leaving her apartment.",6.6,37.0,26.0
13/13/13,2013,Horror,86,James Cullen Bressack,"In the 13th month of the 13th year of a new millennium, humans battle a world of demons.",3.3,33.0,11.0
The Bell Witch Haunting,2013,"Biography, Horror",91,Glenn Miller,Found-footage horror. The Robertson County Sheriff's Department has released videos found on the bodies of the Sawyer family's cell phones and video cameras. What was first thought to be a ...,3.6,40.0,9.0
Bigfoot Wars,2014,Sci-Fi,75,Brian T. Jaynes,A small town becomes the focal point of a brutal clash between man and a legendary beast.,3.1,4.0,12.0
Camp X-Ray,2014,"Drama, War",117,Peter Sattler,A soldier assigned to Guantanamo Bay befriends a man who has been imprisoned there.,6.9,90.0,100.0
Black Coffee,2014,"Comedy, Romance",85,Mark Harris,"After Robert is fired from his own father's company, he feels like his luck has run out - until Morgan enters into his life.",5.6,15.0,7.0
Deep in the Darkness,2014,"Horror, Thriller",100,Colin Theys,"A doctor and his family move to a quiet, small town. Soon he discovers the town's dark secret: A terrifying race of controlling creatures that live in the darkness in the forest behind their home.",4.7,26.0,20.0
Animal - Il segreto della foresta,2014,"Action, Adventure, Drama",86,Brett Simmons,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing, blood thirsty predator.",4.7,77.0,56.0
Last Son,2013,"Action, Drama, Sci-Fi",52,Shaheer Naqvi,"After a life threatening battle, Clark is brought back in time by a powerful yet mysterious force. Now in the past, he must decide whether to hero or live a quiet life. Little does he know,...",3.4,5.0,
Emily & Tim,2015,Drama,87,"Eric Weber, Sean Devaney",A look at the tumultuous marriage of Tim and Emily Hanratty over half a century.,6.0,,1.0
Christmas for a Dollar,2013,"Drama, Family",101,John Lyde,"During the Depression, a family struggles to get by, expecting another Christmas without presents until their father brings home a dollar for them to spend on gifts.",7.0,15.0,4.0
2101,2014,"Action, Adventure, Sci-Fi",56,Kyle Misak,"Three friends exploring an abandoned facility discover a device that holds information about the future. Upon finding the device, they must learn how to use it while also striving to keep it out of the wrong hands.",2.2,20.0,
Rising Fear,2016,"Action, Drama",96,Tom Getty,"When terrorists take our nation hostage, a rogue marine sets out to stop them.",3.9,14.0,7.0
Scoot poliziotto a 4 zampe 2,2014,"Adventure, Family",90,Stephen Shimek,"When Kassie and her friends stumble across an old, broken pocket watch they begin an unexpected journey to unlock the secret of the legendary Garrison Gold. They'll have to solve riddles ...",5.1,2.0,
Daylight's End,2016,"Action, Fantasy, Horror",105,William Kaufman,"Following an outbreak that turned most of mankind into vampire-zombie-like creatures, the few survivors have to fight the creatures and marauders.",5.4,102.0,40.0
Boy Meets Girl,2014,"Comedy, Drama, Romance",95,Eric Schaeffer,"Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.",7.1,44.0,20.0
Il tesoro di Whittmore,2016,"Adventure, Family",95,Paul Tomborello,"Visiting the charming lake town of Culver, a boy genius and his sister race against bullies to find a treasure hidden by an eccentric philanthropist.",5.0,3.0,2.0
Amy,2013,Horror,94,Patnaik R.P.,"With the psychic power of clairvoyance, an extra-sensory perception, Amy starts witnessing haunting visions as her entire Amish village begins to fall into demonic control. An ominous ...",2.0,19.0,5.0
Hangman - Il gioco dell'impiccato,2017,"Crime, Drama, Mystery",98,Johnny Martin,A homicide detective brings his partner out of retirement to help catch a serial killer whose crimes are based on the children's game Hangman.,5.2,241.0,44.0
Eat,2014,"Drama, Horror, Thriller",92,Jimmy Weber,"Novella McClure is like most struggling actresses in Los Angeles: she's in her early 30s, her fake name sounded cooler ten years ago, and she hasn't landed a role in three years. To top it ...",5.0,30.0,23.0
Shangri-La Suite,2016,"Action, Crime, Drama",90,Eddie O'Keefe,"Two young, damaged lovers head to Los Angeles to kill the King of Rock n Roll in the summer of 1974.",5.1,4.0,5.0
Mamma che notte!,2014,Comedy,98,"Andrew Erwin, Jon Erwin","Hardworking mom Allyson has a crazy night out with her friends, while their husbands watch their children.",5.4,159.0,53.0
Stonewall,2015,"Drama, History",129,Roland Emmerich,A young man's political awakening and coming of age during the days and weeks leading up to the Stonewall Riots.,5.2,41.0,83.0
Quitters,2015,"Comedy, Drama, Family",95,Noah Pritzker,"A teenager's family falls apart, so he finds a better one.",5.4,1.0,4.0
They Will Outlive Us All,2013,"Comedy, Horror, Sci-Fi",73,Patrick Shearer,"New York City. 2016. In the years since Hurricane Sandy, the city has been brought to its knees by a series of 'Frankenstorms.' As hurricane season hits yet again, New York braces itself ...",4.5,4.0,9.0
Storm Rider - Correre per vincere,2013,"Drama, Family",90,Craig Clyde,"When her father is put into jail, the spoiled teenager Dani loses everything. Forced to live with her uncle Sam on a farm without horses to ride and to train a sad Dani takes care of a young mule and learns what really counts.",6.3,2.0,6.0
Faults,2014,"Comedy, Crime, Drama",89,Riley Stearns,A cult deprogrammer must help a couple whose daughter has recently joined a cult.,6.7,37.0,79.0
Diane,2017,"Crime, Drama, Horror",82,Michael Mongillo,"When a disabled war veteran discovers the dead body of a beautiful singer in his back yard, his fascination with her photographic image soon turns to obsession.",4.3,6.0,19.0
Dance off: sfida a ritmo di danza,2014,"Comedy, Music, Romance",95,Alex Di Marco,Two cross-town rival dance teams go head to head for the National Nationals Championship.,4.6,1.0,
42 Seconds of Happiness,2016,"Comedy, Drama, Family",95,Christina Kallas,"A circle of thirty-something friends reunite for a weekend away to celebrate the same sex wedding of a member of their group. Yet, despite their best efforts to behave themselves, a series ...",5.9,14.0,2.0
L'urlo e il furore,2014,Drama,101,James Franco,"A look at the trials and tribulations of the Compson family, living in the deep south during the early part of the 20th century.",4.8,18.0,16.0
Find Me,2014,"Horror, Mystery, Thriller",85,Andy Palmer,"Before boxes are unpacked in their new home, newlyweds Tim and Emily, find themselves playing a very creepy game of hide and seek with a vengeful spirit.",4.5,11.0,3.0
Flock of Dudes,2016,Comedy,90,Bob Castrone,"A 30-something year old decides to ""break up"" with his best buds in order to finally grow up.",5.3,2.0,11.0
The Night Before Easter,2014,"Horror, Thriller",65,"Joseph Henson, Nathan Johnson",A group of friends are stalked in a storage facility the night before Easter by an axe wielding lunatic in an Easter Bunny costume.,4.0,2.0,15.0
Winning Dad,2015,"Drama, Romance",95,Arthur Allen,A young man tricks his homophobic father into a camping trip with his secret boyfriend.,5.6,2.0,2.0
Time and Time Again,2013,"Action, Adventure",95,Joe L. Roberts,"In order to find yourself, sometimes you need to figure how to lose yourself.",7.0,1.0,
Annabelle Hooper and the Ghosts of Nantucket,2016,"Adventure, Family, Mystery",92,Paul Serafini,"Vacationing on historic Nantucket Island, a teenage mystery writer and her friends must outwit two scheming thieves to solve the secret behind a legendary ghost story.",5.6,5.0,1.0
Echoes,2014,"Drama, Horror, Thriller",93,Nils Timm,"Struggling with horrifying, sleep-paralysis induced visions, a young writer retreats with her boyfriend to an isolated desert house. As the visions intensify, she finds herself on the verge...",4.4,13.0,19.0
Layover,2014,"Drama, Romance",83,Joshua Caldwell,"When a young Parisian's connecting flight to Singapore is cancelled, she is forced to spend the night in Los Angeles.",7.2,5.0,2.0
The Horror Network Vol. 1,2015,Horror,97,"Brian Dorton, Joseph Graham","In the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror"" comes 5 horrific stories in the ultimate horror anthology.",5.3,10.0,17.0
Fatal Instinct,2014,Action,90,Luciano Saber,A police detective follows a trail of evidence that eventually seems to lead to his trusted partner's ex-con brother who he helped put in prison years ago.,4.3,5.0,2.0
Beyond Justice,2014,"Crime, Thriller",86,Timothy Woodward Jr.,"A young criminal defense attorney struggles with a homicide case that is not as cut-and-dried as it appears once the mob gets involved, and he quickly realizes that to keep himself and his client alive, he must work outside of the law.",3.4,10.0,4.0
Field Freak,2016,"Comedy, Horror, Thriller",90,Stephen Folker,A family moves into a secluded cabin only to be terrorized by a mysterious creature.,3.1,12.0,4.0
Inner Demons,2014,"Drama, Horror, Mystery",85,Seth Grossman,"A reality television crew, whose show features stories about drug addicts, finds that their 16-year-old junkie for their latest episode might actually not be fighting addiction, but a demonic force gripping her soul.",5.2,12.0,38.0
Club Life,2015,Drama,87,Fabrizio Conte,A night club promoter tries to make a name for himself in New York City.,4.8,5.0,
Return to Return to Nuke 'Em High Aka Vol. 2,2017,"Action, Adventure, Comedy",85,Lloyd Kaufman,"Following the events of the previous film, a lesbian couple are determined to eliminate the most corrupt, evil forces of Tromaville and the world.",6.1,3.0,19.0
All Mistakes Buried,2015,"Drama, Thriller",84,Tim McCann,"A lone, struggling addict takes on a dangerous underground criminal ring in his small Southern town to retrieve a stolen pendant he believes will save his marriage.",4.9,5.0,9.0
Smothered,2016,"Comedy, Horror",96,John Schneider,"Five horror icons ditch an unprofitable autograph signing convention to earn some extra cash haunting an RV park, but find themselves being haunted instead.",3.7,7.0,14.0
In the Name of God,2013,Drama,86,Kevan Otto,"Bouncing from foster home to home, it seemed that no one wanted Mason around. From battles with his parents, Mason learns the importance of respect. Desperate for forgiveness, Mason tries to make amends with his family.",5.3,4.0,4.0
Asthma,2014,"Drama, Romance",90,Jake Hoffman,A young rock n roller picks up a stunning tattoo artist in a stolen classic.,5.5,7.0,4.0
Nightingale,2014,"Crime, Drama",83,Elliott Lester,A lonely war veteran psychologically unravels ahead of an old friend's impending visit.,6.4,13.0,17.0
Meet Me There,2014,"Drama, Horror, Thriller",93,Phillip Lybrand,"After several years of sexual dysfunction, Ada and her boyfriend, Calvin travel to her hometown in rural Oklahoma in hopes of piecing together her fragmented childhood memories. They find ...",4.4,19.0,18.0
Killing Mr. Right,2014,Thriller,66,Kerry Beyer,"Convinced her roommate's new fiancé is the man who abducted and raped her, a young law student, suffering from post traumatic stress disorder, takes justice into her own hands as she exacts revenge - but does she have the right man?",4.9,1.0,1.0
Clinger,2015,"Comedy, Horror",81,Michael Steves,"Fern Petersen, a driven high school senior, has her life turned upside down when her overly affectionate boyfriend, Robert Klingher, dies in an embarrassing accident. When Robert returns ...",4.8,9.0,68.0
Gold Star,2017,Drama,90,Victoria Negri,"Vicki, a young music school dropout struggles to make sense of her aimless life while caring for her dying 90 year old father. Starring: Robert Vaughn, Catherine Curtin, Victoria Negri",5.7,10.0,6.0
The Adventures of RoboRex,2014,"Family, Sci-Fi",87,Stephen Shimek,"James Miller has only one friend in the world, his beloved Labrador Retriever, Rex. But when a strange capsule lands in the his backyard and a robot dog emerges, his life will never be the ...",5.1,2.0,3.0
Raven's Touch,2015,Drama,84,"Marina Rice Bader, Dreya Weber","A lesbian love story about loss, nature, healing.",4.2,11.0,
Una Vida: A Fable of Music and the Mind,2014,"Drama, Music",98,Richie Adams,"A story about a beautiful street musician suffering from memory loss and a disheartened neuroscientist intent on helping her, bringing together the city of New Orleans and the jazz that made it famous.",6.8,2.0,5.0
VANish - Sequestro letale,2015,"Action, Crime, Horror",79,Bryan Bockbrader,A kidnapped young woman is forced on a road trip full of murder and mayhem that takes place entirely in her captor's getaway van.,5.1,28.0,32.0
Cru,2014,Drama,85,Alton Glass,"When four high school best friends' lives are dramatically changed on the night of a near fatal accident, eighteen years later they're reunited, only to discover that a set of past and ...",6.7,17.0,1.0
The Wannabe,2015,"Crime, Drama, Mystery",90,Nick Sandow,"Thomas is obsessed with mob culture and sets out to fix the 1992 trial of mob-boss John Gotti. He believes if the plan is executed, it will put him at the center of all that he idolizes. He wants to fit in and get attention.",5.0,8.0,10.0
Ballet of Blood,2015,"Drama, Horror, Thriller",98,Jared Masters,Two ballerinas plan a gruesome attack on the ballet school that mistreated them.,2.6,3.0,6.0
Break Point,2014,"Comedy, Sport",90,Jay Karas,Two estranged brothers reunite to make an improbable run at a grand slam tennis tournament.,6.0,11.0,13.0
The Most Dangerous Game,2017,Adventure,89,Steven LaMorte,"Rick Rainsford is trapped on a deserted island with his reluctant companion, Anna. While attempting to save another gravely injured survivor they find themselves hunted by Zaroff, a ...",3.4,5.0,17.0
Jackass - Nonno cattivo,2013,Comedy,92,Jeff Tremaine,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",6.5,178.0,161.0
Una ragazza americana - Isabelle danza sotto i riflettori,2014,"Drama, Family",100,Vince Marcello,"Nine-year-old Isabelle is an inspired dancer with a flair for fashion design. She's thrilled to be studying ballet at a prestigious performing arts school, but her classmates are so ...",5.6,2.0,4.0
Shrek the Musical,2013,"Comedy, Family, Fantasy",130,Michael John Warren,Make room for ogre-sized family fun as the greatest fairy tale never told comes to life in a whole new way in this breathtaking Broadway musical adaptation of the hit movie Shrek!,7.0,16.0,8.0
Unlucky Charms,2013,"Fantasy, Horror",71,Charles Band,"Five girls vie for a chance to model diva Deedee DeVille's fashion line, but they're soon competing for their lives against four mythical beings, led by the mischievous Farr Darrig.",4.0,12.0,17.0
Dearest Jane,2015,"Drama, Romance",99,John Lerchen,"A troubled girl must overcome her fear of change, love, and acceptance when she is sent to live with her uncle in the isolated countryside of Indiana.",6.1,5.0,
108 Stitches,2014,"Comedy, Romance, Sport",118,David Rountree,"With baseball being the last thing on these player's minds, and dealing with one of the longest losing streaks in college history, the team of misfits comes to the realization that the ...",4.5,5.0,4.0
Casual Encounters,2016,Comedy,82,Zackary Adler,"When Justin's girlfriend of 5 years leaves him heartbroken and embarrassed after a public breakup, his trying to be helpful but somewhat misguided friends talk him into the strange world of on-line dating.",4.3,5.0,3.0
The Surface,2014,"Drama, Thriller",90,Gil Cates Jr.,"Two strangers, both at the end of their rope, suddenly meet in the middle of the unpredictable waters of Lake Michigan.",4.7,23.0,1.0
Welcome to Willits,2016,"Horror, Sci-Fi",84,Trevor Ryan,"Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by ...",4.1,22.0,23.0
Creed - Nato per combattere,2015,"Drama, Sport",133,Ryan Coogler,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",7.6,518.0,500.0
The Parricidal Effect,2014,"Action, Adventure, Thriller",95,Ryan Davy,"For his past to be concealed, he must first face his darkest enemy - himself.",3.5,1.0,
Story of Eva,2015,"Horror, Thriller",95,Tom Woodbeck,"Guilt ridden mother seeks to enact her vengeance against her daughter's killers. With detectives closing in, Eva transforms into a vengeful God.",3.2,5.0,
We'll Never Have Paris,2014,"Comedy, Romance",92,"Simon Helberg, Jocelyn Towne","A man screws up on a transcontinental level in a noble effort to win back ""the one.""",4.6,22.0,26.0
Reaper,2014,"Crime, Horror, Sci-Fi",90,Wen-Han Shih,Criminals and a beautiful but cunning hitchhiker battle a supernatural force known as the Reaper.,5.6,50.0,7.0
God Is Bad at Bowling,2014,Comedy,78,Dusty Saunders,"With the help of his psychiatrist, God tries to recall the traumatic events that took place at a bowling alley in heaven, and regain his friendship with Satan, Buddha, and Vishnu.",6.5,2.0,
Kelly & Cal,2014,"Comedy, Drama",111,Jen McGowan,"Kelly once played in a punk band, and now, after the birth of her son and moving to a cozy and boring suburb, she can not feel comfortable in the role of the right mom and exemplary wife. ...",6.2,12.0,30.0
